"","ID","Gender_MF","Gender","PCG_IRE","SCG_IRE","SCB_IRE","SCC_IRE","PCG_Educ","SCG_Educ","PCG_father_educ","PCG_mother_educ","SCG_father_educ","SCG_mother_educ","Agreeable_W3_YP","Extravert_W3_YP","Openness_W3_YP","Emo_Stability_W3_YP","Conscientious_W3_YP","Agreeable_W2_PCG","Extravert_W2_PCG","Openness_W2_PCG","Emo_Stability_W2_PCG","Conscientious_W2_PCG","Agreeable_W3_PCG","Extravert_W3_PCG","Openness_W3_PCG","Emo_Stability_W3_PCG","Conscientious_W3_PCG","Agreeable_W3_SCG","Extravert_W3_SCG","Openness_W3_SCG","Emo_Stability_W3_SCG","Conscientious_W3_SCG","English","Maths","Irish","History","French","Spanish","German","Arts_Craft_Design","Music","Home_Econ","Metalwork","Mater_Tech","Technology","Tech_Graphs","Business","Religious_Ed","CSPE","Science","Geography","Discussed_exams","Discussed_friends","Discussed_future","Discussed_teachers","Discussed_workload","Discussed_subjects","PCG_future_educ","SCG_future_educ","DEIS_binary","Progress_to_HEI","School_Type","Grinds"
"2596",3663000,1,1,1,1,1,1,2,2,1,1,1,2,6.5,6.5,7,7,7,3.5,5,5,6.5,0.5,7,5,7,7,5,7,5,4,7,5,2,3,2,4,NA,NA,2,2,3,NA,NA,NA,NA,NA,NA,1,2,2,3,4,4,4,4,4,4,5,5,NA,NA,NA,1
"2597",3668000,1,1,1,1,1,1,3,3,1,4,1,1,5.5,5,4.5,4.5,5.5,2.5,3.5,4.5,5,2.5,6,3.5,4.5,4.5,6.5,5,3,5.5,4.5,6.5,3,4,4,5,NA,1,NA,NA,NA,NA,3,NA,NA,NA,3,NA,3,4,4,3,2,3,3,4,5,5,6,0,6,4,1
"2598",3669000,1,1,1,1,1,1,4,4,4,1,1,3,3.5,5,5,5.5,6.5,3.5,1,4,1,3,7,1,1,1,6.5,4,1.5,3,2,3.5,2,4,NA,4,NA,NA,2,NA,NA,NA,NA,NA,NA,2,2,1,2,2,2,5,1,3,3,3,5,4,4,0,5,2,2
"2599",3670000,1,1,1,1,1,1,5,4,4,3,3,3,4,7,7,6.5,5,7,5,7,6.5,6.5,6,5.5,5.5,5.5,6.5,6,4.5,7,7,6.5,5,4,4,5,NA,NA,3,NA,3,NA,NA,NA,NA,NA,3,NA,4,5,5,5,3,3,4,4,5,6,6,0,4,2,1
"2600",3671000,1,1,1,NA,1,1,5,NA,2,3,NA,NA,4.5,5.5,4.5,4,5,2.5,7,3.5,6,4.5,6.5,6.5,5,6.5,5,NA,NA,NA,NA,NA,3,5,3,4,NA,NA,2,NA,4,NA,NA,NA,NA,NA,3,NA,4,4,5,3,3,3,2,3,2,5,NA,0,4,2,2
"2601",3673000,1,1,1,1,1,1,1,1,1,1,1,1,4.5,4.5,4.5,5.5,4.5,7,6,3.5,7,7,6,3.5,5,6.5,4.5,6,5,5.5,6,6,2,3,2,2,4,NA,NA,NA,NA,NA,NA,3,NA,NA,2,3,3,2,3,4,4,4,2,2,2,5,3,0,5,2,2
"2602",3674000,1,1,1,1,1,1,3,3,NA,NA,1,2,4.5,4,4.5,5.5,5,6.5,1.5,4,6.5,4.5,6.5,3,3,5,5.5,6,4.5,6,6.5,6,3,5,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,3,3,3,2,2,2,3,3,4,5,5,0,5,2,2
"2603",3676000,1,1,1,1,1,1,6,6,4,1,2,3,6,4.5,6,7,6.5,5,1,4.5,7,7,6,5.5,4.5,7,7,5.5,5,5,6.5,7,4,4,4,5,4,NA,NA,NA,NA,NA,NA,3,NA,NA,3,NA,3,4,4,4,2,2,2,3,3,6,6,0,4,2,2
"2604",3677000,1,1,1,NA,1,1,2,NA,1,1,NA,NA,5,6,6.5,7,6.5,1.5,1.5,3,5.5,7,5.5,5,3.5,7,6.5,NA,NA,NA,NA,NA,2,3,4,4,NA,NA,3,NA,NA,NA,NA,3,NA,NA,3,NA,2,1,2,2,2,2,2,1,3,3,NA,0,4,2,2
"2605",3678000,1,1,1,1,1,1,6,4,1,1,4,2,4.5,3.5,4.5,3.5,4,7,1,6,1.5,4,6.5,3.5,5.5,5.5,5,7,2.5,6.5,5,5,4,4,5,4,3,NA,NA,NA,2,NA,NA,NA,NA,NA,3,NA,3,4,4,5,4,5,5,5,5,5,5,0,4,2,2
"2606",3679000,1,1,1,NA,1,1,4,NA,NA,NA,NA,NA,2,7,6.5,6.5,5.5,5.5,3.5,5.5,3,3,4.5,3.5,4,5.5,7,NA,NA,NA,NA,NA,4,4,4,4,NA,NA,3,NA,NA,NA,NA,4,NA,NA,3,NA,3,3,4,5,5,5,5,5,5,6,NA,0,4,2,2
"2607",3680000,1,1,1,1,1,1,5,3,1,2,1,2,3.5,5.5,4.5,3.5,3.5,3.5,7,7,6,4,6,4.5,6,3,4.5,5,1,4,2,2.5,2,2,3,2,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,1,1,3,3,4,4,5,4,5,5,5,5,0,4,2,1
"2608",3681000,1,1,1,0,1,1,3,NA,3,1,2,1,3.5,4,4.5,5,2,1.5,2,2,6.5,3,5,4,6,6.5,4,6,4,6,6,6,2,4,4,3,3,NA,NA,NA,2,NA,NA,3,NA,NA,2,NA,3,4,NA,4,4,4,4,4,5,5,5,NA,NA,NA,2
"2609",3684000,1,1,1,NA,1,1,3,NA,2,1,NA,NA,5,4,5.5,5.5,5.5,7,1,7,4.5,4.5,7,5,6.5,6,6.5,NA,NA,NA,NA,NA,3,4,5,3,3,NA,NA,3,NA,NA,NA,NA,NA,3,4,NA,3,3,NA,2,1,3,2,4,5,5,NA,NA,NA,NA,2
"2610",3685000,1,1,1,NA,1,1,3,NA,1,1,NA,NA,5,4.5,5,5.5,4.5,7,6.5,3,7,7,5.5,5.5,6.5,7,6.5,NA,NA,NA,NA,NA,3,3,4,2,NA,NA,NA,2,NA,NA,3,4,NA,3,NA,NA,3,3,3,2,1,2,1,1,2,5,NA,NA,NA,NA,1
"2611",3686000,1,1,1,NA,1,1,3,NA,2,2,NA,NA,4.5,5,5.5,6,5.5,7,7,7,7,6.5,6.5,4,7,7,7,NA,NA,NA,NA,NA,3,2,3,3,NA,NA,2,NA,NA,NA,3,3,NA,NA,3,NA,3,3,4,5,3,5,4,5,5,6,NA,NA,NA,NA,1
"2612",3687000,1,1,1,NA,1,1,3,NA,1,1,NA,NA,5,4.5,5.5,5,5.5,7,3,7,1.5,1.5,6.5,4.5,7,6,5,NA,NA,NA,NA,NA,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,3,NA,3,NA,2,3,3,4,4,2,4,4,4,6,NA,0,4,2,1
"2613",3691000,1,1,1,1,1,1,5,6,4,4,4,3,4.5,6,5.5,5.5,6,5.5,7,2.5,3.5,5.5,6.5,7,4.5,7,6,6,6.5,4.5,6,5.5,4,5,4,4,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,4,5,4,2,4,3,4,4,5,6,0,6,1,1
"2614",3692000,1,1,1,1,1,1,6,5,4,4,4,2,4.5,6,5.5,6,6.5,3,6,5,4,3.5,4,6,7,4.5,7,4.5,6.5,4,6.5,7,3,4,3,3,3,NA,NA,4,NA,NA,NA,NA,NA,NA,3,2,3,4,3,3,2,4,2,2,4,6,6,0,6,1,1
"2615",3694000,1,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,6,3,4.5,6,6,5.5,3,4,1.5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,3,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,3,4,NA,NA,NA,NA,NA,NA,NA,NA,0,6,1,1
"2616",3695000,1,1,1,1,1,1,4,6,4,3,4,3,6,4,5.5,6,5,6,2.5,1.5,3.5,4,6.5,2.5,4.5,7,5.5,6,3.5,4,6,4,3,5,3,3,NA,2,NA,2,NA,NA,NA,NA,NA,NA,3,2,3,4,4,4,2,3,3,3,4,6,6,0,6,1,1
"2617",3696000,1,1,1,1,1,1,4,3,3,3,2,2,4,5.5,5.5,7,3.5,3.5,5.5,2,3.5,1.5,6,6,4.5,6,5.5,6.5,7,6,6.5,6,3,4,5,4,3,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,3,3,3,2,1,3,3,2,2,5,5,0,6,1,2
"2618",3697000,1,1,0,NA,1,1,5,NA,2,2,NA,NA,7,1,7,5,6,2,2,2,3.5,2,5,3,4.5,4,4.5,NA,NA,NA,NA,NA,3,1,3,3,NA,NA,NA,NA,NA,2,NA,3,NA,NA,2,NA,1,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2619",3700000,1,1,0,NA,1,1,4,NA,4,3,NA,NA,3.5,3,5,6,4.5,2.5,3,6.5,4.5,3,5,5,5,5,5,NA,NA,NA,NA,NA,4,3,4,5,NA,1,NA,NA,3,NA,NA,3,NA,NA,3,4,3,4,4,4,4,4,4,4,5,5,NA,NA,NA,NA,2
"2620",3701000,1,1,1,1,1,1,3,6,1,1,2,4,3.5,3,5.5,4,5,1.5,1.5,3,1,3.5,6.5,1,6.5,4.5,6,4,2,5.5,4.5,5,3,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,1,3,3,5,1,4,4,5,5,5,4,0,NA,2,2
"2621",3702000,1,1,1,1,1,1,3,6,1,1,2,4,4.5,3,5.5,5,5.5,2.5,3,3,3.5,3.5,4,4,3,6.5,7,5.5,4.5,5.5,5.5,4.5,3,3,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,3,4,3,5,5,5,5,5,5,5,6,0,NA,2,2
"2622",3703000,1,1,1,1,1,1,3,3,1,1,1,1,4,6,6.5,6,4.5,4.5,4,4.5,4,4.5,6,6.5,5,2.5,4,6.5,5.5,7,6.5,7,5,3,3,4,NA,NA,3,3,NA,NA,NA,NA,NA,NA,3,NA,4,3,3,3,5,3,4,3,3,5,5,0,5,3,2
"2623",3704000,NA,NA,1,0,1,1,5,4,2,2,3,3,4.5,4,6.5,4.5,4,4,0.5,1,1.5,1,4.5,4,3.5,6,5,4,5.5,4.5,5.5,5.5,5,5,4,5,5,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,3,5,4,3,3,3,3,3,3,5,5,0,NA,2,1
"2624",3705000,1,1,1,0,1,1,6,5,1,2,4,2,3,5,5,6,4.5,3.5,3,2,3,4,6.5,6.5,5.5,6,4,5.5,5.5,6,5.5,3,2,3,3,4,3,NA,NA,NA,1,NA,NA,3,NA,NA,2,NA,4,3,NA,3,3,3,4,4,5,5,5,NA,NA,NA,2
"2625",3706000,1,1,1,0,0,1,2,3,1,2,1,3,4.5,4.5,6.5,3.5,4.5,5,4,6.5,5,5,5,2.5,5,5,2,3,3,3,4.5,3,2,4,3,4,4,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,3,2,2,4,4,4,5,3,2,4,4,0,5,2,2
"2626",3707000,1,1,1,0,1,1,5,5,2,1,1,3,4,5.5,5,5,6.5,7,3,2,7,7,5,6.5,5,6.5,6,5,6,4.5,5,6,4,5,3,4,NA,NA,3,NA,NA,NA,NA,NA,NA,3,3,NA,4,4,3,4,4,4,4,4,4,6,6,0,5,2,2
"2627",3709000,1,1,1,NA,1,1,3,NA,1,1,NA,NA,4,6,7,5.5,6,3.5,3.5,7,7,3.5,6.5,5,6,7,4,NA,NA,NA,NA,NA,3,4,3,3,4,NA,NA,NA,3,NA,NA,NA,NA,NA,3,NA,3,3,3,4,3,4,4,4,5,6,NA,0,5,2,2
"2628",3710000,1,1,0,1,1,1,3,5,3,3,3,3,4.5,7,6.5,3.5,3.5,3,7,7,5,3,6,2.5,6.5,4,2.5,6,6,6,6,2.5,3,3,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,3,3,3,3,3,3,3,3,5,5,0,6,1,2
"2629",3711000,1,1,1,1,1,1,5,4,3,3,3,3,4,4,5,4.5,5,4.5,3,3.5,2.5,1.5,4.5,3,5.5,3,5,5,4.5,6,6.5,4,3,3,4,2,3,NA,NA,NA,NA,NA,NA,1,NA,NA,2,1,2,2,3,2,3,3,3,2,3,4,5,0,4,2,2
"2630",3712000,1,1,1,1,1,1,3,3,1,1,1,1,5,3,5.5,3,5,7,1.5,4.5,0.5,2.5,7,3.5,4.5,3.5,5.5,6.5,5,3.5,5.5,6,3,3,3,3,2,NA,NA,NA,NA,NA,NA,3,NA,NA,3,1,4,3,4,3,3,4,3,4,4,5,5,0,5,5,2
"2631",3716000,1,1,1,0,1,1,3,1,1,1,1,1,5.5,3,6,1.5,5,6.5,3,5,1.5,4.5,6.5,4.5,6.5,4,4.5,6,4.5,6.5,6.5,4,3,3,NA,4,NA,NA,NA,NA,NA,NA,NA,4,3,NA,NA,2,3,3,NA,5,5,5,5,5,5,6,5,NA,NA,NA,2
"2632",3717000,1,1,0,NA,0,1,2,NA,2,1,NA,NA,4,4,4.5,5.5,3,5,4,3,2.5,5,3.5,6,3.5,2.5,2.5,NA,NA,NA,NA,NA,4,1,1,2,NA,NA,NA,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,4,2
"2633",3719000,1,1,0,NA,1,1,3,NA,2,2,NA,NA,5,7,7,3,3.5,7,7,7,5,1.5,6.5,4.5,4,4,4.5,NA,NA,NA,NA,NA,3,4,3,3,3,NA,NA,3,NA,2,NA,NA,NA,NA,NA,2,3,4,2,4,4,4,4,4,4,1,NA,NA,NA,NA,2
"2634",3720000,1,1,1,1,1,1,3,1,2,1,1,1,3.5,3,2,6,7,5,5,3,1.5,1.5,5,4,4,6,6.5,5,5,6.5,4.5,7,3,4,4,3,NA,NA,NA,NA,NA,NA,3,NA,NA,3,3,NA,3,3,3,4,4,2,4,4,5,6,6,0,5,2,2
"2635",3722000,1,1,1,1,1,1,5,3,1,4,2,4,6,5,6,5,6,2.5,3,3,3,2.5,3.5,5.5,5,5,2.5,7,5,5.5,5.5,4,3,4,3,4,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,3,NA,3,3,4,4,3,4,5,5,5,5,5,NA,NA,NA,1
"2636",3723000,1,1,1,NA,1,1,3,NA,2,2,NA,NA,1.5,5.5,6,6.5,4,5,3,1.5,4,2.5,3,3.5,5,6,4,NA,NA,NA,NA,NA,3,3,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,4,3,3,2,4,2,4,3,5,NA,0,6,2,2
"2637",3724000,1,1,1,NA,1,1,3,NA,2,3,NA,NA,2.5,6,7,4.5,5.5,7,3,7,3,2,7,5,6.5,5.5,5,NA,NA,NA,NA,NA,3,2,NA,3,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,2,NA,3,4,4,4,5,5,5,4,NA,1,3,3,1
"2638",3726000,1,1,1,NA,1,1,6,NA,3,3,NA,NA,5.5,3.5,7,4.5,2,3.5,7,7,3.5,4,4.5,5.5,6.5,6.5,3.5,NA,NA,NA,NA,NA,4,4,3,2,NA,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,4,1,4,4,4,4,5,NA,0,5,2,2
"2639",3728000,1,1,0,0,1,1,3,2,1,1,1,4,4,5.5,5,6,5.5,3,2.5,2,2.5,2,6,4,5.5,6.5,4.5,6,4,5.5,6,4.5,3,5,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,2,3,2,4,3,4,4,5,5,5,6,NA,NA,NA,2
"2640",3729000,1,1,1,NA,1,1,3,NA,1,2,NA,NA,3.5,4.5,6.5,5,6,6,1,6,4.5,7,6.5,4.5,7,4.5,7,NA,NA,NA,NA,NA,4,2,3,3,4,NA,NA,NA,NA,NA,4,NA,NA,2,NA,NA,2,3,NA,4,4,4,5,5,5,3,NA,1,2,4,2
"2641",3731000,1,1,1,1,1,1,3,3,1,1,2,2,4.5,4.5,6,4.5,6,5,4,1.5,4,5,6,3,5.5,5,6.5,5,3.5,4.5,5.5,6.5,3,2,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,3,3,4,4,3,5,4,5,5,5,6,0,5,2,2
"2642",3732000,1,1,1,NA,1,1,3,NA,1,1,NA,NA,3,6,6,6,3.5,2,3.5,2,7,3.5,4.5,6.5,4.5,6,3.5,NA,NA,NA,NA,NA,2,4,2,1,3,NA,NA,2,NA,NA,NA,NA,NA,NA,1,2,2,2,3,3,1,4,3,3,4,5,NA,0,5,2,1
"2643",3734000,NA,NA,1,1,1,1,4,5,2,1,3,3,5,4,5.5,4,4,4,5,3,4.5,1.5,5,3.5,5,5.5,4.5,7,2.5,6,7,4.5,5,3,NA,2,NA,1,NA,NA,NA,NA,4,NA,NA,NA,1,2,2,4,2,4,3,4,4,4,4,5,5,0,6,5,2
"2644",3735000,1,1,1,1,1,1,3,3,1,3,3,2,4.5,5.5,5.5,4,4.5,5,6.5,7,4,3,3.5,4.5,6.5,3,4.5,4,6.5,6,2.5,4,3,4,4,NA,3,NA,NA,NA,NA,NA,3,3,NA,3,NA,NA,3,3,3,3,2,5,5,4,2,3,1,NA,NA,NA,2
"2645",3736000,1,1,1,NA,1,1,4,NA,1,3,NA,NA,4.5,6,5.5,6,5.5,5,0.5,1,5.5,4,7,6,5,7,4.5,NA,NA,NA,NA,NA,4,4,2,4,NA,2,NA,NA,NA,NA,NA,4,3,NA,NA,2,1,3,3,4,2,3,2,3,4,6,NA,0,4,3,2
"2646",3737000,1,1,0,NA,0,1,5,NA,3,3,NA,NA,5.5,3.5,6.5,3.5,5,5.5,2,2.5,3.5,3,6,6.5,6.5,6,6,NA,NA,NA,NA,NA,4,4,3,5,3,NA,NA,NA,NA,NA,3,NA,NA,3,NA,3,2,5,4,4,2,5,3,4,4,6,NA,0,4,3,1
"2647",3739000,1,1,1,1,1,1,4,5,1,2,3,2,5,6,6.5,7,4,1.5,5.5,5.5,3.5,1,5,7,6.5,6.5,5.5,7,7,6,6,4.5,4,3,5,NA,4,NA,NA,NA,3,NA,NA,NA,NA,NA,2,2,3,4,4,3,1,2,3,3,4,6,6,NA,NA,NA,1
"2648",3740000,1,1,1,1,1,1,2,2,1,1,1,1,4.5,4.5,6.5,3,3,7,4.5,4,6,1.5,7,3,7,4,1.5,7,4,5.5,4,5.5,2,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,3,3,4,3,4,3,5,5,5,5,1,1,2,1
"2649",3741000,1,1,1,1,1,1,5,5,2,2,1,3,3,5,7,5,5,5,2.5,2.5,3,3.5,6,2,4,5.5,4.5,3.5,2.5,4,5,4.5,4,4,4,4,3,NA,NA,NA,3,NA,NA,NA,NA,4,3,NA,3,4,4,4,3,2,4,4,4,5,5,NA,NA,NA,1
"2650",3742000,1,1,1,1,1,1,5,3,1,2,1,2,4.5,5,7,6,5,3.5,6,5.5,7,6.5,7,4.5,6,6.5,7,6.5,5,7,6.5,7,5,5,4,5,4,NA,NA,NA,4,NA,NA,4,4,NA,NA,3,4,5,5,4,4,5,4,3,3,6,5,0,5,4,2
"2651",3743000,1,1,1,1,1,1,3,3,1,1,1,1,5.5,3,4,4.5,4.5,7,1.5,6.5,2.5,1.5,6.5,3,4,6.5,3.5,6.5,5.5,6.5,6.5,5,3,2,3,3,3,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,2,2,4,2,3,2,4,5,5,5,5,0,5,2,2
"2652",3744000,1,1,1,1,1,1,3,3,1,1,1,1,5,5.5,6.5,4,5.5,7,4.5,3.5,5,7,7,4.5,6.5,4,7,6.5,3.5,5.5,6,6.5,3,3,4,3,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,3,3,4,5,4,5,5,5,5,6,6,NA,NA,NA,2
"2653",3745000,1,1,1,0,1,1,3,5,1,1,NA,NA,4.5,6,6,5,6,6,6,3.5,3.5,6,7,7,7,7,7,3.5,3.5,6,3.5,4.5,2,5,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,4,3,NA,2,5,4,5,4,3,5,5,5,5,5,NA,NA,NA,1
"2654",3746000,1,1,1,1,1,1,6,6,3,3,3,1,4,5,6,5.5,5,5,3,3.5,6.5,1.5,4.5,3,6,3,6,5,3.5,4.5,2.5,4,2,4,3,2,NA,NA,2,2,NA,NA,NA,NA,NA,3,2,NA,2,4,3,5,4,4,5,5,5,6,6,0,6,1,2
"2655",3747000,1,1,1,1,1,1,5,4,2,1,1,3,3.5,3,4.5,4.5,3.5,1,2,3,1,2,5,4.5,5.5,5,4,6,4,6,6,6,4,4,4,5,3,NA,NA,NA,NA,3,NA,4,NA,NA,NA,4,3,4,5,4,3,3,3,4,4,5,5,0,5,4,2
"2656",3748000,1,1,1,1,0,1,2,2,1,1,1,2,5,7,7,7,7,5,7,7,2.5,1.5,6.5,7,7,7,7,4,7,7,4,4.5,4,3,2,4,2,NA,NA,4,NA,NA,NA,NA,NA,NA,2,2,2,3,3,5,4,5,5,5,5,3,3,1,3,2,2
"2657",3749000,1,1,1,1,1,1,5,3,4,2,3,2,4.5,5.5,5.5,5,4,7,3,3,7,1.5,6.5,6,6.5,6,4.5,6.5,5,6,6,4,5,4,5,5,4,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,3,4,4,4,3,3,4,4,4,6,5,0,6,2,2
"2658",3750000,1,1,1,1,1,1,6,5,4,2,1,3,6,2.5,5,6,5.5,7,4,1.5,5,7,7,4.5,4,7,5,7,5,4.5,7,4.5,4,5,5,5,5,NA,NA,NA,4,3,NA,NA,NA,NA,NA,NA,4,5,5,3,1,3,2,4,5,6,6,NA,NA,NA,2
"2659",3752000,1,1,1,1,1,1,5,6,2,2,2,4,4.5,4.5,5.5,2,6.5,3.5,5,3.5,1,5,7,3.5,6.5,3.5,7,7,2,4.5,2,6.5,5,4,3,5,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,4,4,4,2,2,2,3,5,5,6,6,0,6,1,2
"2660",3756000,1,1,1,NA,1,1,5,NA,4,4,NA,NA,3.5,4.5,6.5,4,4.5,7,2,3.5,4,3.5,5.5,7,7,7,7,NA,NA,NA,NA,NA,3,3,3,2,4,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,4,3,4,2,1,2,1,3,2,5,NA,0,NA,1,1
"2661",3758000,1,1,0,1,1,1,6,5,1,1,1,1,5.5,4,6.5,5.5,6,4,5,7,2,2.5,6,4,7,7,4.5,7,3,5.5,7,6.5,4,3,4,5,5,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,4,3,5,3,2,2,3,3,3,6,6,0,6,1,2
"2662",3759000,1,1,1,1,1,1,6,3,1,1,4,4,4,2,4,4,5,7,6.5,3,3,7,7,4,4,4.5,7,6.5,7,4.5,7,7,3,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,3,4,4,4,4,4,4,5,5,6,6,NA,NA,NA,2
"2663",3760000,1,1,1,0,1,1,4,4,3,3,1,1,3,5.5,4,5.5,5.5,3.5,6,5,5.5,3,4,6.5,4.5,6,1.5,3.5,2.5,4,5,4,2,5,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,3,4,4,3,3,5,5,5,NA,4,0,6,1,1
"2664",3761000,1,1,1,1,1,1,4,6,1,4,4,3,5,6,5.5,5,4,7,3,7,6.5,3.5,7,6,6,7,6.5,7,5,6.5,7,6.5,5,4,4,5,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,2,4,3,2,2,4,5,6,0,6,1,2
"2665",3762000,1,1,1,1,1,1,5,5,1,1,2,2,5,6,4.5,6.5,6,6,5,1.5,3,2.5,6.5,3,2,5.5,5.5,7,4.5,5,6,6.5,3,5,4,4,5,NA,NA,NA,3,NA,NA,NA,NA,NA,3,2,4,4,5,3,2,2,2,4,3,6,6,0,6,1,2
"2666",3763000,1,1,1,1,1,1,3,2,3,3,1,1,2.5,5.5,5,2,3,1,6.5,3,1.5,1,4,5.5,5.5,3,4,4,7,5.5,1.5,4,4,4,3,2,2,NA,NA,1,NA,NA,NA,NA,NA,NA,2,3,4,2,3,3,4,4,4,5,4,5,5,0,6,2,2
"2667",3764000,1,1,0,1,1,1,5,5,1,1,1,2,4,5,7,5,2.5,3,2.5,6.5,1.5,1,4,3,6,6,2.5,4.5,3,6,6.5,2.5,4,4,2,3,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,3,3,4,3,5,4,5,5,5,5,6,1,0,6,1,2
"2668",3765000,1,1,1,1,1,1,3,5,2,1,2,3,4.5,4,5.5,6.5,4,7,3.5,7,3,4.5,7,4.5,5,6,5,4.5,7,6,5,5,3,5,3,3,3,NA,NA,2,3,NA,NA,NA,NA,NA,2,2,2,4,3,5,5,5,5,5,5,6,6,0,6,1,1
"2669",3766000,1,1,1,1,1,1,5,5,3,3,3,3,4.5,3.5,3.5,5.5,3.5,7,5,6,7,5,6.5,3.5,3,5.5,4.5,6,4.5,4,5,5.5,3,3,3,5,4,NA,NA,1,NA,NA,NA,NA,NA,3,NA,3,3,4,3,4,4,3,4,4,4,5,5,0,5,2,1
"2670",3767000,1,1,1,1,1,1,4,4,1,1,1,1,5.5,4,5.5,7,7,7,3.5,7,5,7,7,2,3.5,7,6.5,7,3.5,7,6.5,7,3,4,3,5,4,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,4,3,3,3,4,3,4,4,4,6,6,NA,NA,NA,2
"2671",3769000,1,1,1,1,1,1,3,6,3,3,2,2,5.5,2.5,5.5,5.5,4,2,3.5,4.5,4,5.5,6,2,3.5,5,5,5.5,6,5.5,6,5,3,3,4,4,NA,3,NA,NA,NA,NA,NA,NA,NA,2,3,3,3,4,4,3,4,4,3,4,4,5,6,0,NA,2,1
"2672",3771000,NA,NA,1,1,1,1,3,3,1,1,3,4,4,5.5,5.5,4.5,4,7,3.5,2.5,3,5,6.5,4.5,6.5,7,7,6,2,3,7,7,3,3,3,3,1,NA,NA,NA,NA,NA,NA,3,NA,NA,2,NA,2,3,4,4,4,3,4,4,4,4,5,0,2,5,1
"2673",3772000,1,1,1,0,1,1,5,4,1,1,1,4,4,4,3.5,5,5,6.5,1.5,6.5,5,5,2,4.5,3,5,3,4,4,6.5,2,4,3,4,2,4,2,NA,NA,NA,NA,NA,3,NA,NA,3,NA,3,4,4,4,5,3,5,5,5,5,5,5,0,4,5,1
"2674",3773000,1,1,1,1,1,1,4,3,1,1,1,1,5,4,5.5,7,5.5,7,2.5,5,5,4,7,5,5.5,5,6,6,6,5.5,6.5,6.5,4,5,5,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,3,4,NA,4,5,5,4,3,2,5,3,5,6,6,NA,NA,NA,1
"2675",3774000,1,1,1,1,1,1,4,5,4,1,4,3,3,5.5,6.5,5.5,6.5,3,3,3.5,3,7,3,7,6,7,7,6,6,6.5,6.5,7,4,5,5,3,3,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,2,3,4,3,2,3,2,3,3,6,6,0,6,2,1
"2676",3775000,1,1,1,NA,1,1,6,NA,NA,4,NA,NA,6,4,5,6,7,7,1.5,2,7,7,7,6.5,5.5,7,7,NA,NA,NA,NA,NA,3,3,5,3,3,NA,NA,NA,NA,NA,NA,3,NA,NA,3,2,3,4,4,3,2,3,1,2,3,6,NA,0,6,2,1
"2677",3777000,1,1,1,1,1,1,3,2,1,1,1,1,5,4,4.5,3.5,3.5,7,7,7,7,7,5.5,4.5,4.5,4.5,5,5.5,3,5.5,6.5,4,3,4,2,3,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,NA,NA,2,3,4,4,2,4,3,3,3,3,0,4,2,2
