"ID","Gender_MF","Gender","PCG_IRE","SCG_IRE","SCB_IRE","SCC_IRE","PCG_Educ","SCG_Educ","PCG_father_educ","PCG_mother_educ","SCG_father_educ","SCG_mother_educ","Agreeable_W3_YP","Extravert_W3_YP","Openness_W3_YP","Emo_Stability_W3_YP","Conscientious_W3_YP","Agreeable_W2_PCG","Extravert_W2_PCG","Openness_W2_PCG","Emo_Stability_W2_PCG","Conscientious_W2_PCG","Agreeable_W3_PCG","Extravert_W3_PCG","Openness_W3_PCG","Emo_Stability_W3_PCG","Conscientious_W3_PCG","Agreeable_W3_SCG","Extravert_W3_SCG","Openness_W3_SCG","Emo_Stability_W3_SCG","Conscientious_W3_SCG","English","Maths","Irish","History","French","Spanish","German","Arts_Craft_Design","Music","Home_Econ","Metalwork","Mater_Tech","Technology","Tech_Graphs","Business","Religious_Ed","CSPE","Science","Geography","Discussed_exams","Discussed_friends","Discussed_future","Discussed_teachers","Discussed_workload","Discussed_subjects","PCG_future_educ","SCG_future_educ","DEIS_binary","Progress_to_HEI","School_Type","Grinds","Gender_MF_2","History_Grade","English_Grade","Maths_Grade","Irish_Grade","PH_beha_W1","PH_intell_W1","PH_phys_W1","PH_free_anx_W1","PH_pop_W1","PH_happi_W1","PH_beha_W2","PH_intell_W2","PH_phys_W2","PH_free_anx_W2","PH_pop_W2","PH_happi_W2","TC_reading","TC_writing","TC_comprehension","TC_maths","TC_imagin_creat","TC_oral_comm","TC_prob_solving","Discussed_subjects_PCG","Discussed_workload_PCG","Discussed_teachers_PCG","Discussed_future_PCG","Discussed_friends_PCG","Discussed_exams_PCG","Discussed_subjects_YP","Discussed_workload_YP","Discussed_teachers_YP","Discussed_future_YP","Discussed_friends_YP","Discussed_exams_YP"
2040000,1,1,0,1,0,1,5,5,1,2,2,2,3.5,1,6.5,1.5,2.5,7,3,3,7,4.5,7,3,7,7,5,7,4,5,5.5,4,5,4,3,4,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,3,3,5,5,5,5,5,5,6,5,0,6,2,1,"Male","B","A","B","C",4,9,4,9,6,4,14,16,9,13,9,9,3,2,3,3,3,3,3,5,5,5,5,5,5,4,4,5,3,3,5
2041000,1,1,1,1,1,1,3,3,1,1,2,1,4,4.5,4,4.5,6.5,1.5,5.5,7,5.5,3.5,4,5,3.5,1.5,6.5,5.5,4,5.5,3.5,6,2,4,3,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,2,5,5,5,5,5,5,5,5,0,6,2,1,"Male","B","D","B","C",12,13,10,11,8,9,13,13,9,12,10,10,2,2,2,2,2,3,2,5,5,5,5,5,5,4,4,4,5,5,4
2042000,1,1,1,1,1,1,5,6,1,1,1,1,7,3.5,6.5,4,6.5,3.5,5,4.5,3,3.5,6.5,5.5,6.5,7,7,6,6,7,6.5,7,3,4,5,5,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,4,3,5,5,5,5,5,5,6,6,0,6,2,1,"Male","A","C","B","A",13,13,8,13,11,9,14,15,8,13,10,10,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,4,3,4,5
2043000,1,1,1,1,1,1,4,6,2,2,1,1,4,7,5.5,6,3.5,4,6.5,3,2.5,3.5,5.5,6,5.5,6,5,6.5,7,6,7,3.5,3,3,3,3,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,2,2,4,2,5,4,5,5,4,5,6,5,0,6,2,1,"Male","C","C","C","C",13,13,8,14,11,10,12,15,9,13,11,10,3,2,2,2,3,3,3,5,4,5,5,4,5,5,5,4,4,3,4
2045000,1,1,1,1,1,1,5,4,2,1,NA,3,5,4.5,6,7,2,3.5,3.5,6.5,7,6,6.5,3.5,6.5,5.5,5.5,6,4,5.5,4.5,5.5,3,3,3,4,NA,2,NA,NA,3,NA,NA,NA,NA,NA,NA,3,2,4,2,4,3,5,4,4,4,5,5,0,6,2,1,"Male","B","C","C","C",14,11,5,10,7,9,14,14,6,12,9,9,2,2,2,3,2,2,2,4,4,4,5,3,4,5,5,4,5,4,3
2046000,1,1,1,1,1,1,4,4,4,3,4,3,5,1.5,5.5,4,5.5,3.5,3,3,6,7,7,4,5,7,7,7,3,5,5,7,3,4,2,4,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,4,4,5,4,4,4,5,5,6,5,0,6,2,1,"Male","B","C","B","D",12,13,10,12,8,10,14,15,5,13,9,10,3,3,2,2,2,2,2,5,5,4,4,4,5,4,4,5,4,5,4
2047000,1,1,1,1,1,1,2,1,1,1,NA,NA,4,4,6,2.5,5.5,4.5,2,0.5,5,1,6.5,3.5,4,4,3,5,4,5.5,5,5,3,2,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,4,3,4,2,2,2,3,5,5,5,0,6,2,1,"Male","C","C","D","C",14,12,11,12,12,9,13,13,9,11,10,10,2,2,2,2,2,2,2,5,3,2,2,2,4,3,4,3,2,4,4
2048000,1,1,1,1,1,1,4,3,1,1,3,3,4.5,6,6,6,6.5,7,7,1,1.5,5.5,6.5,5,6.5,6.5,6,6,4.5,6,6,6.5,4,4,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,4,5,4,4,4,4,3,4,4,5,5,0,6,2,2,"Male","A","B","B","B",14,16,11,14,11,10,14,16,11,14,12,10,2,2,2,2,2,2,2,4,4,3,4,4,4,3,3,2,4,2,3
2049000,1,1,1,1,1,1,6,6,4,3,1,1,4,2.5,5.5,6,4,3.5,3.5,6.5,6,4,6.5,3.5,7,7,3.5,5,4,6.5,6.5,4,4,4,4,3,NA,2,NA,NA,NA,NA,NA,3,NA,NA,2,3,1,5,4,4,3,3,3,4,4,6,6,NA,NA,NA,1,"Male","C","B","B","B",13,14,9,13,11,10,11,11,10,13,9,8,3,3,3,3,2,3,2,4,4,3,3,3,4,5,4,1,1,1,1
2050000,1,1,1,1,1,1,4,6,1,1,1,2,4.5,2.5,5,4.5,6,5,5,6,2.5,3.5,5,7,7,5,4.5,6.5,4.5,7,6.5,6,3,2,3,5,3,NA,NA,NA,NA,NA,NA,3,3,NA,NA,2,2,4,4,5,4,5,4,4,4,6,6,0,2,4,1,"Male","A","C","D","C",14,16,10,14,12,10,14,16,9,12,11,10,1,1,3,1,2,3,1,4,4,4,5,4,5,5,5,4,5,5,4
2051000,1,1,1,1,1,1,6,4,1,1,2,2,4.5,5,6.5,3.5,7,7,1,3.5,7,1.5,5.5,6,5.5,5.5,6,6,6,6,6,6,4,4,4,5,5,NA,NA,NA,3,NA,NA,NA,NA,NA,3,4,4,4,4,3,4,4,3,3,3,6,6,0,4,4,2,"Male","A","B","B","B",NA,NA,NA,NA,NA,NA,10,5,6,7,5,9,3,3,3,3,3,3,3,3,3,3,4,4,3,4,1,1,2,2,4
2052000,1,1,0,1,1,1,5,3,4,4,4,3,4.5,7,6.5,2.5,2,7,7,5,5,4,6.5,6.5,5.5,4.5,4,5.5,5.5,6,5,2.5,3,4,4,3,2,NA,NA,NA,2,2,NA,NA,NA,NA,NA,2,4,4,3,2,2,3,4,4,4,6,6,0,6,1,1,"Male","C","C","B","B",13,16,9,14,12,10,12,12,9,11,10,8,2,3,3,3,2,2,3,4,4,4,3,2,2,4,4,3,4,1,3
2053000,1,1,1,1,1,1,5,5,1,3,1,1,6,7,7,5,7,7,1.5,7,7,7,7,4.5,7,4.5,7,7,7,6.5,7,7,3,4,3,4,4,NA,NA,NA,3,NA,NA,NA,NA,3,NA,3,4,4,5,3,2,4,2,4,3,6,6,0,6,1,1,"Male","B","C","B","C",13,14,8,13,10,10,14,13,7,13,10,8,2,2,2,2,2,2,2,3,4,2,4,2,3,3,3,3,3,3,3
2055000,1,1,1,1,1,1,3,2,1,1,1,1,5.5,5.5,5.5,4,5,7,7,1.5,6,3,6.5,6,4,4.5,4,6,5,5,6,4.5,5,2,NA,3,NA,NA,NA,3,NA,3,NA,NA,NA,NA,NA,3,2,NA,3,5,5,4,5,5,5,4,4,NA,NA,NA,1,"Male","C","A","D",NA,11,12,8,9,4,9,13,13,9,14,7,10,2,1,1,1,2,1,1,5,5,5,4,5,5,4,4,4,4,4,5
2057000,1,1,1,1,1,1,2,3,1,1,1,1,4.5,4.5,6,6,5.5,7,3.5,3.5,4,0.5,6.5,1.5,6.5,5.5,3,7,4,3.5,4.5,7,3,2,2,2,3,NA,NA,NA,NA,NA,2,1,NA,NA,NA,2,3,4,2,5,2,5,5,5,5,4,3,0,4,4,2,"Male","D","C","D","D",8,12,5,14,8,8,13,11,8,10,11,8,1,2,2,2,2,2,2,5,5,5,5,2,5,4,3,2,3,1,4
2058000,1,1,1,NA,1,1,5,NA,1,1,NA,NA,3.5,6,7,6,7,4,6,6,3,3.5,4.5,5.5,2,6,3.5,NA,NA,NA,NA,NA,4,2,3,4,NA,NA,NA,3,NA,3,NA,3,NA,NA,NA,NA,2,NA,NA,3,3,3,4,4,4,3,NA,NA,NA,NA,2,"Male","B","B","D","C",7,8,8,4,6,6,11,8,7,14,10,9,1,1,1,1,3,2,2,4,4,4,3,3,3,2,2,2,2,2,4
2059000,1,1,0,NA,0,0,3,NA,1,1,NA,NA,3.5,6,6,4.5,4.5,3,2,3,2.5,3.5,5.5,5,6.5,4.5,6,NA,NA,NA,NA,NA,3,2,3,3,3,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2,2,3,3,3,4,3,3,5,5,5,NA,NA,NA,NA,1,"Male","C","C","D","C",11,8,7,7,4,5,10,11,4,10,8,4,1,2,2,3,2,1,3,5,5,3,3,4,3,3,1,2,1,1,3
2060000,1,1,1,1,1,1,3,6,1,2,1,1,4,4.5,6.5,6.5,6.5,7,3,3,1,4.5,7,6.5,7,7,7,6,7,7,6,5,2,3,2,2,3,NA,NA,NA,NA,NA,4,NA,3,NA,NA,NA,3,3,3,3,1,4,5,5,5,5,5,0,2,5,1,"Male","D","D","C","D",13,15,9,13,11,7,13,13,11,11,12,9,2,2,2,2,3,3,2,5,5,5,4,1,3,5,5,5,5,3,3
2061000,1,1,1,NA,1,1,4,NA,3,2,NA,NA,2,7,7,7,6,4.5,7,6.5,7,3,7,6.5,7,7,6,NA,NA,NA,NA,NA,2,3,2,1,3,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,2,3,3,5,5,4,5,5,5,5,NA,0,2,5,1,"Male","E or lower","D","C","D",12,15,9,13,10,10,12,14,10,12,11,9,3,3,3,3,3,3,3,5,5,5,4,5,5,5,5,5,5,5,5
2066000,1,1,0,NA,0,0,4,NA,4,4,NA,NA,5,5,5.5,4,5,3.5,3.5,3,3.5,5,5.5,5,5,5,5.5,NA,NA,NA,NA,NA,2,3,2,3,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,3,3,NA,3,4,3,5,3,4,5,6,NA,0,NA,5,1,"Male","C","D","C","D",13,13,9,10,9,9,14,16,10,13,11,10,2,2,2,2,2,2,2,5,4,3,5,3,4,4,4,2,5,4,4
2068000,1,1,1,0,1,1,3,3,4,1,1,1,2.5,6,4,7,5,3.5,3.5,5.5,3.5,3,7,6,4,6.5,4,6,6,5.5,6,4.5,3,2,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,3,3,2,4,3,5,4,4,5,5,5,0,3,4,2,"Male","B","C","D","C",14,16,11,14,12,10,10,13,10,14,11,10,3,3,3,3,3,3,3,5,4,4,5,3,4,5,5,4,3,2,5
2069000,1,1,0,0,1,1,5,6,1,1,1,2,4.5,4,6,7,7,3,1,6,7,1,5.5,4,6,7,4.5,6.5,3.5,7,7,7,4,5,4,4,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,3,3,4,4,4,4,3,3,4,5,5,5,6,0,6,1,2,"Male","B","B","A","B",14,16,10,13,9,10,14,14,10,13,11,10,3,3,3,3,2,3,3,5,5,4,3,3,4,4,4,3,3,3,4
2070000,1,1,1,1,1,1,3,6,1,1,3,4,6,3,5.5,6,4,7,3,4.5,4,6,5.5,2,4.5,5.5,6,4,2,5,7,3,3,3,3,3,NA,3,NA,NA,NA,NA,NA,NA,NA,3,2,NA,2,2,3,4,4,4,4,4,4,5,5,NA,NA,NA,2,"Male","C","C","C","C",10,12,8,12,9,9,14,9,4,10,9,8,2,2,2,2,2,2,2,4,4,4,4,4,4,5,5,4,4,5,3
2072000,1,1,1,1,1,1,3,6,3,3,2,3,4.5,4,4.5,6.5,5.5,6.5,7,6.5,3.5,1.5,5,6,5,5.5,4,4,3,4,6,5.5,4,5,4,4,NA,3,NA,NA,NA,NA,3,NA,NA,3,NA,3,4,5,5,4,4,5,5,5,5,6,6,0,6,5,2,"Male","B","B","A","B",14,13,7,14,10,10,12,12,NA,11,6,8,2,2,2,3,2,2,2,5,5,5,5,4,4,5,4,5,4,4,4
2073000,1,1,1,1,1,1,5,3,1,1,3,2,5.5,6,6.5,6.5,6.5,7,1.5,2.5,1,4.5,6.5,3,7,6.5,4,5,3,7,7,4,2,3,3,2,1,NA,NA,NA,NA,NA,NA,2,NA,NA,1,NA,3,NA,3,5,5,4,5,5,5,1,1,NA,NA,NA,1,"Male","D","D","C","C",13,11,7,12,9,10,14,16,10,13,9,9,2,3,2,2,3,3,1,5,5,5,4,5,5,5,5,5,5,5,5
2074000,1,1,0,1,1,1,5,5,2,3,3,3,3,2.5,5,3.5,4,5,4,3,3.5,2.5,5,4.5,6,6.5,4,4.5,5.5,5.5,4.5,4.5,1,3,3,4,3,NA,NA,NA,NA,NA,3,NA,NA,NA,3,NA,3,3,3,2,2,3,4,4,4,5,6,0,6,5,2,"Male","B","E or lower","C","C",7,7,8,8,7,8,7,4,9,12,10,9,3,3,3,3,3,3,3,4,4,4,3,2,2,5,5,4,3,2,3
2075000,1,1,0,0,0,0,5,5,4,4,4,4,3,6.5,5.5,5.5,6.5,7,5.5,4.5,3.5,6.5,4,4.5,5.5,4,5.5,4.5,4,4,4.5,5.5,3,4,3,4,3,NA,NA,NA,NA,NA,2,NA,NA,NA,3,3,3,3,3,5,3,5,5,5,5,6,6,0,5,5,1,"Male","B","C","B","C",14,16,7,12,9,8,12,13,8,13,9,7,2,2,2,3,2,2,2,5,5,5,5,3,5,5,5,5,5,3,5
2076000,1,1,1,NA,1,1,2,3,1,1,2,2,5,4,6,6,6,3.5,7,3.5,3.5,3,7,6.5,6,7,4,7,5.5,4,7,2.5,3,3,3,4,2,NA,NA,NA,3,NA,NA,NA,NA,NA,3,3,3,4,3,4,4,4,3,4,4,5,5,0,5,5,1,"Male","B","C","C","C",NA,NA,NA,NA,NA,NA,13,6,3,8,7,9,3,2,2,3,3,2,3,4,4,3,4,4,4,5,5,4,5,2,3
2077000,1,1,1,NA,1,1,3,NA,1,2,NA,NA,4.5,6.5,6,5,5.5,2.5,3,1.5,1.5,1.5,7,6,7,5.5,4.5,NA,NA,NA,NA,NA,3,2,4,1,NA,NA,1,NA,NA,NA,2,2,NA,NA,NA,3,3,2,3,4,3,5,3,4,5,3,NA,0,5,5,1,"Male","E or lower","C","D","B",14,14,9,14,12,9,14,15,9,14,11,9,2,2,2,3,2,3,3,5,4,3,5,3,4,4,5,2,5,1,4
2079000,1,1,1,1,1,1,5,3,1,1,3,1,1.5,1.5,2,6,4,3.5,1,5.5,7,0.5,5.5,2,3.5,6,4.5,5.5,1,5,6,5,4,2,3,4,3,NA,NA,NA,NA,NA,NA,3,NA,NA,3,NA,3,3,NA,5,4,5,5,5,5,5,5,0,5,5,2,"Male","B","B","D","C",9,12,7,14,5,9,10,10,6,12,9,7,3,3,3,3,3,3,2,5,5,5,5,4,5,5,5,1,4,4,4
2080000,1,1,1,NA,1,1,5,NA,2,1,NA,NA,6,6.5,6,6,5.5,0.5,2,4.5,5,4.5,6,3.5,6.5,6,4,NA,NA,NA,NA,NA,3,2,2,2,NA,NA,1,2,2,NA,NA,2,NA,NA,NA,2,2,NA,2,4,5,3,4,4,4,4,NA,0,4,4,2,"Male","D","C","D","D",13,13,9,10,10,9,13,10,10,13,11,10,3,3,3,3,3,2,3,4,4,4,3,5,4,5,4,5,3,4,3
2081000,1,1,0,0,1,1,3,5,3,3,3,2,2.5,4.5,7,6.5,6,3.5,2.5,4,3.5,2,5,5,5,6.5,3.5,5.5,5.5,6,6.5,4,3,3,4,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,2,2,4,4,2,2,2,2,2,2,5,6,0,5,5,2,"Male","D","C","C","B",12,14,9,11,8,9,12,12,8,12,7,10,2,2,2,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2
2082000,1,1,1,0,1,1,5,5,1,1,1,3,6.5,3,6,4,3.5,6,2.5,4.5,3,4,5.5,4.5,6,4.5,4,7,4,6.5,6.5,1.5,3,3,NA,1,3,NA,NA,2,NA,2,NA,NA,2,NA,NA,4,3,NA,NA,5,5,5,5,5,5,5,3,0,4,4,2,"Male","E or lower","C","C",NA,NA,NA,NA,NA,NA,NA,14,8,5,4,5,8,2,1,2,1,2,2,1,5,5,5,5,5,5,5,5,5,5,5,5
2083000,1,1,0,1,1,1,5,5,2,3,3,3,5,4.5,5.5,2,5,2.5,4.5,4.5,2,3.5,2,5,5,2,2.5,2,4.5,5.5,3,3,5,4,4,4,5,4,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,4,5,4,4,4,5,3,5,5,6,6,0,6,1,1,"Male","B","A","B","B",8,7,3,2,3,4,6,6,2,4,4,7,2,2,2,2,2,3,2,5,5,3,5,4,4,4,4,2,5,3,4
2084000,1,1,1,1,1,1,5,3,1,1,4,1,4,4.5,6.5,2.5,4,2,1.5,3,4,1.5,5,4.5,6.5,3,4,4,3,6,2,1,4,3,5,4,3,NA,NA,3,NA,NA,NA,NA,NA,1,NA,NA,4,3,3,4,4,4,4,4,4,5,6,NA,NA,NA,2,"Male","B","B","C","A",7,12,6,8,4,8,13,16,6,13,8,10,3,3,3,2,3,3,3,4,4,4,4,4,4,5,5,5,4,5,4
2085000,1,1,1,NA,1,1,3,NA,4,1,NA,NA,5,4.5,7,3.5,5,7,7,3.5,7,7,4.5,6.5,5,2.5,5.5,NA,NA,NA,NA,NA,4,2,3,4,2,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,2,3,3,3,5,5,5,5,5,5,NA,NA,0,3,2,2,"Male","B","B","D","C",11,14,7,8,8,5,11,14,11,14,12,9,2,2,2,2,2,2,2,5,5,5,5,5,5,5,4,3,4,5,2
2087000,1,1,0,0,0,0,4,6,NA,3,4,4,5,3,6.5,5.5,5.5,7,3,3.5,5,7,7,4,6,5,5,6.5,4.5,6,3.5,4.5,5,4,4,5,3,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,3,5,5,5,5,5,5,5,5,6,6,0,6,2,1,"Male","A","A","B","B",13,16,9,13,10,10,13,11,8,8,4,9,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,2,4,3,4
2088000,1,1,1,1,1,1,4,6,1,2,3,3,5.5,4,4.5,6,4,5,4.5,5,3.5,5,6.5,5.5,1,5.5,5,5.5,4.5,4.5,6.5,6.5,3,3,3,4,NA,2,NA,NA,NA,NA,NA,NA,NA,2,2,4,3,4,4,4,4,4,5,5,5,6,5,NA,NA,NA,2,"Male","B","C","C","C",14,10,6,13,10,9,12,14,11,10,10,10,2,2,2,2,2,2,2,5,5,5,4,4,4,3,4,3,3,4,3
2089000,1,1,1,1,1,1,2,3,1,1,1,1,4,3,4.5,5,5,6,3.5,2,3,3,6.5,4,4,6,4.5,4.5,2.5,2,5.5,6,2,4,5,5,3,NA,NA,NA,NA,NA,NA,NA,2,NA,3,NA,4,4,3,4,2,4,3,3,3,4,5,0,4,2,2,"Male","A","D","B","A",13,15,7,10,8,9,14,12,9,10,10,9,3,2,2,2,2,2,1,3,3,3,4,2,4,4,5,3,4,4,3
2090000,1,1,1,1,1,1,5,3,2,2,4,1,3,4,3,3.5,6.5,5,1.5,1.5,2,3.5,5.5,3,3.5,6.5,6.5,6,5,4,6,6,4,5,5,5,4,NA,NA,NA,NA,NA,NA,NA,NA,2,3,4,4,4,4,4,3,4,5,5,5,6,6,0,3,2,1,"Male","A","B","A","A",9,8,5,6,7,6,13,13,8,9,8,8,3,3,3,2,2,2,2,5,5,5,4,3,4,4,4,3,5,3,4
2092000,1,1,1,1,1,1,2,2,1,1,NA,4,6,4.5,6.5,6,6.5,3.5,4,4,5,7,6,3,6,6,7,6.5,5,3,4.5,6.5,4,2,3,4,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,4,3,3,3,2,2,2,2,2,2,5,6,0,3,2,2,"Male","B","B","D","C",14,14,10,13,10,10,14,16,8,13,10,10,3,3,3,3,3,3,3,2,2,2,2,2,2,4,4,2,3,2,4
2093000,1,1,1,1,1,1,3,2,2,3,1,1,5.5,5,4.5,3.5,3.5,3.5,3.5,4,2,1.5,5.5,4.5,6,3.5,4,5,4,6,5.5,4.5,2,4,5,4,4,2,NA,NA,3,NA,NA,NA,NA,NA,NA,2,3,4,4,3,5,5,4,3,5,6,5,0,4,5,1,"Male","B","D","B","A",14,13,7,12,10,9,14,11,7,11,10,10,3,1,3,3,3,3,3,5,3,4,5,5,3,5,3,5,4,3,5
2096000,NA,NA,1,1,1,1,3,2,1,1,2,2,5,6.5,7,7,4.5,3,7,5.5,7,1.5,7,7,7,7,4,7,6.5,7,6,4.5,2,2,3,3,NA,2,NA,2,NA,NA,NA,NA,NA,NA,2,2,3,3,3,3,5,4,4,5,5,5,5,NA,NA,NA,2,NA,"C","D","D","C",13,16,11,13,10,10,14,16,9,12,8,10,NA,NA,NA,NA,NA,NA,NA,5,5,4,4,5,3,2,4,5,5,5,4
2097000,1,1,1,1,1,1,6,5,2,2,2,3,4,6.5,6,6.5,6.5,5,2,3.5,1.5,6.5,6.5,4,6,5,6.5,7,6,4.5,6,6.5,5,4,5,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,3,2,2,4,4,4,6,5,NA,NA,NA,1,"Male","A","A","B","A",13,12,7,9,10,10,13,13,8,11,11,7,2,2,2,2,3,3,2,4,4,4,2,2,3,4,3,4,4,2,5
2098000,1,1,1,0,1,1,5,5,1,1,2,2,3.5,4,6,2,3,6,5.5,6.5,6.5,1,6,4.5,4.5,4.5,2,4,5.5,6,5,3,5,4,4,4,NA,NA,3,NA,3,NA,NA,NA,NA,NA,2,4,2,4,4,3,3,4,2,3,5,6,6,NA,NA,NA,1,"Male","B","A","B","B",14,14,9,14,10,10,11,12,6,6,8,7,3,2,3,3,3,3,2,5,3,2,4,3,3,5,5,4,4,5,4
2099000,1,1,1,1,1,1,5,5,4,2,1,2,4,6,2.5,3,7,7,5,6.5,6,5.5,7,6.5,5.5,4.5,7,6.5,3.5,6.5,5,7,4,4,4,5,5,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,3,4,5,5,1,5,5,5,5,6,6,0,6,1,1,"Male","A","B","B","B",6,6,8,8,10,5,7,9,2,8,8,5,3,2,2,2,2,3,2,5,5,5,5,1,5,4,4,4,5,3,5
2100000,1,1,1,1,0,1,5,5,3,3,3,3,5,7,6,4.5,3.5,7,4,3,3.5,3,7,6.5,6.5,2.5,2.5,5.5,4.5,6,3,4,2,3,4,3,4,NA,1,NA,NA,NA,NA,NA,NA,NA,2,NA,2,4,2,4,4,4,4,4,4,6,6,0,6,2,2,"Male","C","D","C","B",NA,5,2,3,3,3,12,9,6,11,7,10,3,1,2,1,2,2,2,4,4,4,4,4,4,2,3,3,5,5,4
2102000,1,1,1,NA,1,1,3,NA,1,1,NA,NA,3.5,5.5,4,5,5.5,3,1,5,5.5,4,4,5.5,5.5,6.5,5,NA,NA,NA,NA,NA,2,3,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,2,1,5,3,5,2,3,5,5,NA,0,6,2,2,"Male","E or lower","D","C","C",13,10,6,10,7,7,13,9,4,14,10,8,2,2,2,2,3,3,2,5,3,2,5,3,5,4,5,4,3,4,4
2104000,1,1,1,1,1,1,4,6,1,1,1,1,6.5,6.5,6,3.5,4.5,6.5,1,3,1.5,1.5,7,4,6.5,4,4.5,6.5,5,3.5,4.5,6.5,4,4,3,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,4,3,4,4,3,4,5,5,6,5,0,6,1,2,"Male","B","B","B","C",14,15,8,12,12,10,14,14,10,10,10,10,3,3,3,2,3,3,2,5,5,4,3,4,4,4,5,3,2,4,5
